Repeat,Packet,Received Bytes,Delta Time in ns
2,113,1200,35430729
2,114,1200,35477969
2,115,1200,35525000
2,116,1200,35571094
2,117,1200,35616979
2,118,1200,35669583
2,119,1200,35717396
2,120,1200,35764479
2,121,1200,35811250
2,122,1200,35873386
2,123,1200,35919636
2,124,1200,35965781
2,125,1200,36018594
2,126,1200,36064688
2,127,1200,36110313
2,128,1200,36158073
2,129,1200,36203802
2,130,1200,36248333
2,131,1200,36293438
2,132,1200,36345729
2,133,1200,36391458
2,134,1200,36549115
2,135,1200,36593698
2,136,1200,36637604
2,137,1200,36698958
2,138,1200,38013125
2,139,1200,38066615
2,140,1200,38114011
2,141,1200,38158490
2,142,1200,38203021
2,143,1200,38249479
2,144,1200,38293802
2,145,1200,38339219
2,146,1200,38396406
2,147,1200,38442031
2,148,1200,38489011
2,149,1200,38534792
2,150,1200,38581146
2,151,1200,38627396
2,152,1200,38672083
2,153,1200,38744323
2,154,1200,38790625
2,155,1200,38835521
2,156,1200,38882344
2,157,1200,38927969
2,158,1200,38972188
2,159,1200,39018333
2,160,1200,39070156
2,161,1200,39115208
2,162,1200,39160000
2,163,1200,39206563
2,164,1200,39253698
2,165,1200,39299636
2,166,1200,39344167
2,167,1200,39396250
2,168,1200,39458229
2,169,1200,39503438
2,170,1200,39547448
2,171,1200,39594740
2,172,1200,39639688
2,173,1200,39683854
2,174,1200,39735729
2,175,1200,39780261
2,176,1200,39823854
2,177,1200,39875886
2,178,1200,39920938
2,179,1200,39965313
2,180,1200,40011719
2,181,1200,40065469
2,182,1200,40111042
2,183,1200,40173854
2,184,1200,40219427
2,185,1200,40263750
2,186,1200,40309531
2,187,1200,40378386
2,188,1200,40430833
2,189,1200,40477604
2,190,1200,40848333
2,191,1200,40897188
2,192,1200,40941771
2,193,1200,40988438
2,194,1200,41033490
2,195,1200,41085833
2,196,1200,41132656
2,197,1200,41177865
2,198,1200,41222656
2,199,1200,41284688
2,200,1200,41332083
2,201,1200,41376511
2,202,1200,41429167
2,203,1200,41476406
2,204,1200,41520417
2,205,1200,41566198
2,206,1200,41612396
2,207,1200,41657761
2,208,1200,41712396
2,209,1200,41766042
2,210,1200,41810781
2,211,1200,41856146
2,212,1200,41902396
2,213,1200,41947292
2,214,1200,42010417
2,215,1200,42055417
2,216,1200,42107969
2,217,1200,42152656
2,218,1200,42196563
2,219,1200,42244167
2,220,1200,42290104
2,221,1200,42336615
2,222,1200,42382396
2,223,1200,42435729
2,224,1200,42483021
2,225,1200,42528021
2,226,1200,42574427
2,227,1200,42618906
2,228,1200,42665208
2,229,1200,44271719
2,230,1200,44345313
2,231,1200,44392448
2,232,1200,44442708
2,233,1200,44489896
2,234,1200,44537708
2,235,1200,44586511
2,236,1200,44633490
2,237,1200,44689167
2,238,1200,44735781
2,239,1200,44782240
2,240,1200,44829844
2,241,1200,44876563
2,242,1200,44982708
2,243,1200,45207708
2,244,1200,45265833
2,245,1200,45332604
2,246,1200,45380000
2,247,1200,45451042
2,248,1200,45498021
2,249,1200,45546094
2,250,1200,45598438
2,251,1200,82947656
2,252,1200,83001511
2,253,1200,83053125
2,254,1200,83105261
2,255,1200,83155625
2,256,1200,83205156
2,257,1200,83495417
2,258,1200,83525417
2,259,1200,83554583
2,260,1200,83584844
2,261,1200,83614011
2,262,1200,83643229
2,263,1200,83672396
2,264,1200,83701042
2,265,1200,83729948
2,266,1200,83759583
2,267,1200,83789219
2,268,1200,83818386
2,269,1200,83849531
2,270,1200,83879636
2,271,1200,83909896
2,272,1200,83939063
2,273,1200,83969063
2,274,1200,83998750
2,275,1200,84027604
2,276,1200,84057031
2,277,1200,84086406
2,278,1200,84115469
2,279,1200,84144583
2,280,1200,84173490
2,281,1200,84203281
2,282,1200,84232136
2,283,1200,84261094
2,284,1200,84290261
2,285,1200,84319688
2,286,1200,84350938
2,287,1200,84381615
2,288,1200,84411146
2,289,1200,84439948
2,290,1200,84469531
2,291,1200,84498802
2,292,1200,84527761
2,293,1200,85631042
2,294,1200,86218542
2,295,1200,86253073
2,296,1200,86282865
2,297,1200,86311667
2,298,1200,86341615
2,299,1200,86373386
2,300,1200,86402136
2,301,1200,86431667
2,302,1200,86460833
2,303,1200,86489896
2,304,1200,86518698
2,305,1200,86547500
2,306,1200,86577031
2,307,1200,86607240
2,308,1200,86637448
2,309,1200,86667292
2,310,1200,86697865
2,311,1200,86727292
2,312,1200,86756719
2,313,1200,86786615
2,314,1200,86817813
2,315,1200,86847813
2,316,1200,86876458
2,317,1200,86905104
2,318,1200,86934531
2,319,1200,86964063
2,320,1200,86993229
2,321,1200,87023438
2,322,1200,87053854
2,323,1200,87083906
2,324,1200,87114479
2,325,1200,87143646
2,326,1200,87174636
2,327,1200,87204167
2,328,1200,87233021
2,329,1200,87261771
2,330,1200,87290469
2,331,1200,87319896
2,332,1200,87348958
2,333,1200,87378177
2,334,1200,87407188
2,335,1200,87438021
2,336,1200,87468594
2,337,1200,87498333
2,338,1200,87529063
2,339,1200,87558281
2,340,1200,87588177
2,341,1200,87617083
2,342,1200,87646198
2,343,1200,87692656
2,344,1200,87725000
2,345,1200,87755469
2,346,1200,87784740
2,347,1200,87815000
