Repeat,Packet,Received Bytes,Delta Time in ns
1,1,6200,0
1,2,6200,6421094
1,3,6200,6695782
1,4,6200,7046042
1,5,6200,7533750
1,6,6200,7599740
1,7,6200,7656511
1,8,6200,7714375
2,1,6200,0
2,2,6200,8115365
2,3,6200,9094948
2,4,6200,9307813
2,5,6200,9509115
2,6,6200,9709271
2,7,6200,9918177
2,8,6200,10119792
3,1,6200,0
3,2,6200,6573229
3,3,6200,6626511
3,4,6200,6875990
3,5,6200,6924167
3,6,6200,7203698
3,7,6200,7252448
3,8,6200,7311823
